Observation time UTC,Air temperature (dry bulb) [Deg C],Wet bulb temperature [Deg C],Dew point temperature [Deg C],Relative humidity [%],Data Source (dry bulb),Data Source (wet bulb)
1943-04-30T21:00:00Z,17.5,13.8,10.6,64.1,D,D
1943-05-01T21:00:00Z,16.4,12.7,9.3,62.9,D,D
1943-05-02T21:00:00Z,15.4,11.8,8.3,62.7,D,D
1943-05-03T21:00:00Z,14.2,12.6,11.2,82.2,D,D
1943-05-04T21:00:00Z,17.6,15.5,13.9,79.2,D,D
1943-05-05T21:00:00Z,15.4,11.4,7.4,58.8,D,D
1943-05-06T21:00:00Z,18.1,16.6,15.6,85.2,D,D
1943-05-07T21:00:00Z,11.8,11.6,11.4,97.5,D,D
1943-05-08T21:00:00Z,16.3,14.3,12.7,79.3,D,D
1943-05-09T21:00:00Z,15.4,11.6,7.9,60.7,D,D
1943-05-10T21:00:00Z,15,12.9,11.1,77.4,D,D
1943-05-11T21:00:00Z,14.3,14.2,14.1,98.9,D,D
1943-05-12T21:00:00Z,13.3,11.7,10.2,81.7,D,D
1943-05-13T21:00:00Z,14.8,11.7,8.7,67,D,D
1943-05-14T21:00:00Z,16.1,15.2,14.5,90.5,D,D
1943-05-15T21:00:00Z,14.7,14.6,14.5,98.9,D,D
1943-05-16T21:00:00Z,10.9,10.1,9.3,89.9,D,D
1943-05-17T21:00:00Z,10.5,10.2,9.9,96.1,D,D
1943-05-18T21:00:00Z,10.4,9.8,9.2,92.3,D,D
1943-05-19T21:00:00Z,11.9,10.9,10,87.9,D,D
1943-05-20T21:00:00Z,13,11.7,10.5,84.9,D,D
1943-05-21T21:00:00Z,15,13.9,13,88,D,D
1943-05-22T21:00:00Z,17.7,17.1,16.7,93.9,D,D
1943-05-23T21:00:00Z,16.5,15.9,15.5,93.7,D,D
1943-05-24T21:00:00Z,13.1,12,11,87.2,D,D
1943-05-25T21:00:00Z,10.6,6.6,1,51.3,D,D
1943-05-26T21:00:00Z,9.4,6.3,2,60,D,D
1943-05-27T21:00:00Z,12.7,10.2,7.6,71.1,D,D
1943-05-28T21:00:00Z,12.1,11.4,10.8,91.5,D,D
1943-05-29T21:00:00Z,15.4,12.7,10.3,71.6,D,D
1943-05-30T21:00:00Z,14.5,12.1,9.9,73.9,D,D
1943-05-31T21:00:00Z,13.4,11.9,10.5,82.8,D,D
1943-06-01T21:00:00Z,8.8,8,7.1,89.1,D,D
1943-06-02T21:00:00Z,14.1,13.3,12.6,91,D,D
1943-06-03T21:00:00Z,13.5,12.8,12.2,91.9,D,D
1943-06-04T21:00:00Z,11,10.9,10.8,98.7,D,D
1943-06-05T21:00:00Z,12.3,9.6,6.7,68.5,D,D
1943-06-06T21:00:00Z,13.7,11.1,8.6,71,D,D
1943-06-07T21:00:00Z,12.8,12.3,11.9,94.1,D,D
1943-06-08T21:00:00Z,8.7,8.6,8.5,98.6,D,D
1943-06-09T21:00:00Z,12.4,11.8,11.3,92.8,D,D
1943-06-10T21:00:00Z,13.2,12.4,11.7,90.7,D,D
1943-06-11T21:00:00Z,12.3,11.5,10.8,90.4,D,D
1943-06-12T21:00:00Z,8.3,8.3,8.3,100,D,D
1943-06-13T21:00:00Z,15,11.7,8.5,65.2,D,D
1943-06-14T21:00:00Z,14.8,14.6,14.5,97.8,D,D
1943-06-15T21:00:00Z,17.2,16.6,16.2,93.8,D,D
1943-06-16T21:00:00Z,16,15.9,15.8,98.9,D,D
1943-06-17T21:00:00Z,14.7,14.3,14,95.5,D,D
1943-06-18T21:00:00Z,13.9,13.3,12.8,93.2,D,D
1943-06-19T21:00:00Z,15.9,13.6,11.7,76,D,D
1943-06-20T21:00:00Z,14.4,14.4,14.4,100,D,D
1943-06-21T21:00:00Z,14.6,12.6,10.8,78.2,D,D
1943-06-22T21:00:00Z,13.3,11.6,10,80.5,D,D
1943-06-23T21:00:00Z,14.3,12.2,10.3,76.9,D,D
1943-06-24T21:00:00Z,14.5,12.7,11.1,80.2,D,D
1943-06-25T21:00:00Z,13.3,10.5,7.6,68.5,D,D
1943-06-26T21:00:00Z,14.8,13.2,11.9,82.5,D,D
1943-06-27T21:00:00Z,9.4,7.9,6.2,80.2,D,D
1943-06-28T21:00:00Z,12.7,9.1,4.9,59.1,D,D
1943-06-29T21:00:00Z,10.1,7.7,4.8,69.5,D,D
1943-06-30T21:00:00Z,9.9,9.1,8.3,89.5,D,D
1943-07-01T21:00:00Z,10.3,9.8,9.3,93.5,D,D
1943-07-02T21:00:00Z,12.2,11.9,11.6,96.4,D,D
1943-07-03T21:00:00Z,10.1,10,9.9,98.7,D,D
1943-07-04T21:00:00Z,8.6,8.6,8.6,100,D,D
1943-07-05T21:00:00Z,11.1,10.2,9.3,88.7,D,D
1943-07-06T21:00:00Z,13.3,10.5,7.6,68.5,D,D
1943-07-07T21:00:00Z,13.2,12.3,11.5,89.5,D,D
1943-07-08T21:00:00Z,13.4,11.4,9.5,77.3,D,D
1943-07-09T21:00:00Z,14.2,13.3,12.6,89.9,D,D
1943-07-10T21:00:00Z,13.5,13.3,13.1,97.7,D,D
1943-07-11T21:00:00Z,13.4,12.8,12.3,93,D,D
1943-07-12T21:00:00Z,14.4,11.4,8.5,67.6,D,D
1943-07-13T21:00:00Z,12.2,8.9,5.1,61.7,D,D
1943-07-14T21:00:00Z,15,12.8,10.9,76.4,D,D
1943-07-15T21:00:00Z,10.2,10,9.8,97.4,D,D
1943-07-16T21:00:00Z,12.9,12.1,11.4,90.6,D,D
1943-07-17T21:00:00Z,9.8,9.4,9,94.7,D,D
1943-07-18T21:00:00Z,11.6,11.2,10.8,95,D,D
1943-07-19T21:00:00Z,10.2,10.2,10.2,100,D,D
1943-07-20T21:00:00Z,12.4,10.1,7.7,73.1,D,D
1943-07-21T21:00:00Z,7.3,7.2,7.1,98.5,D,D
1943-07-22T21:00:00Z,10.1,8.9,7.6,84.5,D,D
1943-07-23T21:00:00Z,14,10.9,7.8,66.1,D,D
1943-07-24T21:00:00Z,15,13.1,11.5,79.5,D,D
1943-07-25T21:00:00Z,15.1,12.8,10.8,75.4,D,D
1943-07-26T21:00:00Z,11.8,10.2,8.6,80.7,D,D
1943-07-27T21:00:00Z,12.5,9.2,5.4,62.1,D,D
1943-07-28T21:00:00Z,8.6,8.2,7.8,94.5,D,D
1943-07-29T21:00:00Z,5.9,5.7,5.4,96.9,D,D
1943-07-30T21:00:00Z,9.4,8.4,7.3,86.7,D,D
1943-07-31T21:00:00Z,9.8,9.6,9.4,97.3,D,D
1943-08-01T21:00:00Z,14.9,14.1,13.5,91.2,D,D
1943-08-02T21:00:00Z,11.7,10.4,9.1,84.2,D,D
1943-08-03T21:00:00Z,14.3,11.2,8.1,66.4,D,D
1943-08-04T21:00:00Z,11.7,11.3,10.9,95.1,D,D
1943-08-05T21:00:00Z,12.8,8.8,4,55,D,D
1943-08-06T21:00:00Z,12.7,9.3,5.4,61.3,D,D
1943-08-07T21:00:00Z,12.9,9.6,5.9,62.6,D,D
1943-08-08T21:00:00Z,10.1,8.7,7.2,82,D,D
1943-08-09T21:00:00Z,13.2,10.7,8.2,71.6,D,D
1943-08-10T21:00:00Z,13.3,10.7,8.1,70.6,D,D
1943-08-11T21:00:00Z,9.8,9.4,9,94.7,D,D
1943-08-12T21:00:00Z,10.6,10.5,10.4,98.7,D,D
1943-08-13T21:00:00Z,12.8,12.5,12.2,96.4,D,D
1943-08-14T21:00:00Z,12.7,11.1,9.6,81.3,D,D
1943-08-15T21:00:00Z,13.7,10.3,6.7,62.6,D,D
1943-08-16T21:00:00Z,11.1,9.6,8,81.4,D,D
1943-08-17T21:00:00Z,8.9,8.5,8.1,94.5,D,D
1943-08-18T21:00:00Z,15.8,14.6,13.7,87.2,D,D
1943-08-19T21:00:00Z,14.1,11.6,9.2,72.5,D,D
1943-08-20T21:00:00Z,13.7,10.8,7.9,67.8,D,D
1943-08-21T21:00:00Z,10.6,9,7.3,79.8,D,D
1943-08-22T21:00:00Z,9.7,9.3,8.9,94.7,D,D
1943-08-23T21:00:00Z,9.4,8.9,8.4,93.3,D,D
1943-08-24T21:00:00Z,12.2,8.4,3.7,56.2,D,D
1943-08-25T21:00:00Z,9.7,8.9,8,89.4,D,D
1943-08-26T21:00:00Z,12.7,10.6,8.5,75.6,D,D
1943-08-27T21:00:00Z,12.1,11,10,86.8,D,D
1943-08-28T21:00:00Z,12.9,9.8,6.4,64.8,D,D
1943-08-29T21:00:00Z,13.4,12.9,12.5,94.2,D,D
1943-08-30T21:00:00Z,14.7,13.2,11.9,83.6,D,D
1943-08-31T21:00:00Z,13.7,10.7,7.6,66.8,D,D
1943-09-01T21:00:00Z,12.1,11.1,10.2,87.9,D,D
1943-09-02T21:00:00Z,13.9,11.6,9.4,74.4,D,D
1943-09-03T21:00:00Z,12.5,9.1,5.2,61,D,D
1943-09-04T21:00:00Z,10.6,8.9,7,78.6,D,D
1943-09-05T21:00:00Z,13.5,10.8,8.1,69.8,D,D
1943-09-06T21:00:00Z,13.2,10.2,7,66.2,D,D
1943-09-07T21:00:00Z,12.3,9.8,7.1,70.7,D,D
1943-09-08T21:00:00Z,9.9,9.2,8.5,90.8,D,D
1943-09-09T21:00:00Z,11.8,9.2,6.3,69.1,D,D
1943-09-10T21:00:00Z,13.1,10.1,6.9,66.1,D,D
1943-09-11T21:00:00Z,14,11.1,8.2,68.2,D,D
1943-09-12T21:00:00Z,15.3,11.9,8.7,64.5,D,D
1943-09-13T21:00:00Z,16.5,15.8,15.3,92.7,D,D
1943-09-14T21:00:00Z,15.2,12.9,10.9,75.5,D,D
1943-09-15T21:00:00Z,15.7,14.9,14.3,91.4,D,D
1943-09-16T21:00:00Z,15.6,12.8,10.3,70.8,D,D
1943-09-17T21:00:00Z,15.9,14,12.5,80.1,D,D
1943-09-18T21:00:00Z,15.3,15.3,15.3,100,D,D
1943-09-19T21:00:00Z,16.4,13.8,11.6,73.5,D,D
1943-09-20T21:00:00Z,16.6,14.4,12.7,77.5,D,D
1943-09-21T21:00:00Z,17.6,16.9,16.4,92.9,D,D
1943-09-22T21:00:00Z,14.8,14.3,13.9,94.4,D,D
1943-09-23T21:00:00Z,15.2,13.9,12.9,85.9,D,D
1943-09-24T21:00:00Z,14.4,13.9,13.5,94.4,D,D
1943-09-25T21:00:00Z,13.3,11,8.8,73.9,D,D
1943-09-26T21:00:00Z,14.3,10.4,6.2,58.3,D,D
1943-09-27T21:00:00Z,13.4,10,6.3,62.2,D,D
1943-09-28T21:00:00Z,13.4,9.7,5.6,59.1,D,D
1943-09-29T21:00:00Z,15.1,15,14.9,98.9,D,D
1943-09-30T21:00:00Z,13.8,10.8,7.8,66.9,D,D
1943-10-01T21:00:00Z,12.4,9.2,5.6,63.1,D,D
1943-10-02T21:00:00Z,13.9,11.7,9.6,75.5,D,D
1943-10-03T21:00:00Z,14.1,10.6,7,62.1,D,D
1943-10-04T21:00:00Z,13.5,10.9,8.3,70.8,D,D
1943-10-05T21:00:00Z,14.4,10.4,6.1,57.4,D,D
1943-10-06T21:00:00Z,15.1,12.3,9.7,70.3,D,D
1943-10-07T21:00:00Z,14.3,10.7,7,61.3,D,D
1943-10-08T21:00:00Z,16.2,13.1,10.4,68.4,D,D
1943-10-09T21:00:00Z,14.5,13.5,12.7,88.9,D,D
1943-10-10T21:00:00Z,16.3,14.3,12.7,79.3,D,D
1943-10-11T21:00:00Z,15,14.4,13.9,93.4,D,D
1943-10-12T21:00:00Z,16.8,14.5,12.7,76.7,D,D
1943-10-13T21:00:00Z,16.1,13.9,12.1,77.2,D,D
1943-10-14T21:00:00Z,15.3,13.3,11.6,78.7,D,D
1943-10-15T21:00:00Z,14.6,12.2,10,74,D,D
1943-10-16T21:00:00Z,14.9,11,7,59.1,D,D
1943-10-17T21:00:00Z,15.6,12.5,9.7,67.8,D,D
1943-10-18T21:00:00Z,15.7,11.4,7,56.3,D,D
1943-10-19T21:00:00Z,15.2,11.2,7.1,58.5,D,D
1943-10-20T21:00:00Z,16.4,12.7,9.3,62.9,D,D
1943-10-21T21:00:00Z,15.8,13.3,11.2,74,D,D
1943-10-22T21:00:00Z,16.1,15.8,15.6,96.8,D,D
1943-10-23T21:00:00Z,17.1,15.1,13.6,79.8,D,D
1943-10-24T21:00:00Z,16.1,13.3,10.9,71.2,D,D
1943-10-25T21:00:00Z,15.9,12.8,10,68.1,D,D
1943-10-26T21:00:00Z,16.4,14.1,12.2,76.4,D,D
1943-10-27T21:00:00Z,16.1,15.8,15.6,96.8,D,D
1943-10-28T21:00:00Z,17,14.3,12.1,73,D,D
1943-10-29T21:00:00Z,17.1,14.5,12.4,74,D,D
1943-10-30T21:00:00Z,16.1,13.3,10.9,71.2,D,D
1943-10-31T21:00:00Z,16.6,13.1,10,65,D,D
1943-11-01T21:00:00Z,17.2,13.2,9.6,61,D,D
1943-11-02T21:00:00Z,16.5,15.1,14.1,85.5,D,D
1943-11-03T21:00:00Z,17.8,15,12.8,72.7,D,D
1943-11-04T21:00:00Z,18.4,17.2,16.4,88.2,D,D
1943-11-05T21:00:00Z,17.8,17.2,16.8,93.9,D,D
1943-11-06T21:00:00Z,17.7,14.1,11.1,65.2,D,D
1943-11-07T21:00:00Z,17.9,14.6,12,68.2,D,D
1943-11-08T21:00:00Z,18.6,17.8,17.3,92.1,D,D
1943-11-09T21:00:00Z,17.7,16.6,15.9,88.9,D,D
1943-11-10T21:00:00Z,17.1,13.9,11.2,68.3,D,D
1943-11-11T21:00:00Z,17.3,13.9,11,66.7,D,D
1943-11-12T21:00:00Z,17.8,13.9,10.6,62.6,D,D
1943-11-13T21:00:00Z,16.6,13.7,11.3,70.7,D,D
1943-11-14T21:00:00Z,15.4,13.2,11.3,76.7,D,D
1943-11-15T21:00:00Z,15.9,12.7,9.8,67.1,D,D
1943-11-16T21:00:00Z,17.2,13.4,10.1,62.9,D,D
1943-11-17T21:00:00Z,18.4,15.2,12.7,69.5,D,D
1943-11-18T21:00:00Z,18.2,13.4,9.1,55.2,D,D
1943-11-19T21:00:00Z,17.2,14.4,12.2,72.2,D,D
1943-11-20T21:00:00Z,19.4,13.9,9,51,D,D
1943-11-21T21:00:00Z,18.6,14.9,12,65.3,D,D
1943-11-22T21:00:00Z,19.6,14.4,10,53.7,D,D
1943-11-23T21:00:00Z,19.9,16.6,14.3,69.9,D,D
1943-11-24T21:00:00Z,20.6,17.7,15.8,73.9,D,D
1943-11-25T21:00:00Z,20.3,18.7,17.7,85.2,D,D
1943-11-26T21:00:00Z,20,18.6,17.7,86.9,D,D
1943-11-27T21:00:00Z,18.9,18.1,17.6,92.2,D,D
1943-11-28T21:00:00Z,19.3,17.7,16.7,84.8,D,D
1943-11-29T21:00:00Z,18.4,16.8,15.7,84.4,D,D
1943-11-30T21:00:00Z,19.9,17.3,15.6,76,D,D
1943-12-01T21:00:00Z,17.2,16.8,16.5,95.9,D,D
1943-12-02T21:00:00Z,17.8,13.9,10.6,62.6,D,D
1943-12-03T21:00:00Z,18.8,15.6,13.2,69.9,D,D
1943-12-04T21:00:00Z,20,16.1,13.2,64.9,D,D
1943-12-05T21:00:00Z,20.4,16.6,13.9,66.1,D,D
1943-12-06T21:00:00Z,19.3,16.1,13.8,70.3,D,D
1943-12-07T21:00:00Z,19.3,15,11.6,60.8,D,D
1943-12-08T21:00:00Z,20.4,16.1,12.9,62,D,D
1943-12-09T21:00:00Z,20.7,16.9,14.2,66.4,D,D
1943-12-10T21:00:00Z,17.3,16.7,16.3,93.8,D,D
1943-12-11T21:00:00Z,22,18.2,15.7,67.6,D,D
1943-12-12T21:00:00Z,20.8,16.9,14.1,65.7,D,D
1943-12-13T21:00:00Z,21.8,17.9,15.3,66.6,D,D
1943-12-14T21:00:00Z,22.1,19.1,17.3,74.1,D,D
1943-12-15T21:00:00Z,21.1,19.3,18.2,83.7,D,D
1943-12-16T21:00:00Z,21.4,19.3,18.1,81.3,D,D
1943-12-17T21:00:00Z,20.6,18.7,17.5,82.6,D,D
1943-12-18T21:00:00Z,16.6,16.2,15.9,95.8,D,D
1943-12-19T21:00:00Z,18.8,17.2,16.1,84.5,D,D
1943-12-20T21:00:00Z,18.6,14.9,12,65.3,D,D
1943-12-21T21:00:00Z,20,15.6,12.2,60.8,D,D
1943-12-22T21:00:00Z,21.1,17.3,14.7,66.8,D,D
1943-12-23T21:00:00Z,21,16.9,14,64.2,D,D
1943-12-24T21:00:00Z,21,17.6,15.3,70,D,D
1943-12-25T21:00:00Z,20.4,15.8,12.3,59.6,D,D
1943-12-26T21:00:00Z,18.9,16.8,15.4,79.9,D,D
1943-12-27T21:00:00Z,19.4,15.6,12.7,65.2,D,D
1943-12-28T21:00:00Z,16.2,15.8,15.5,95.7,D,D
1943-12-29T21:00:00Z,20,19.2,18.7,92.4,D,D
1943-12-30T21:00:00Z,21.9,18.5,16.3,70.7,D,D
1943-12-31T21:00:00Z,21.9,18,15.4,66.7,D,D
1944-01-01T21:00:00Z,22.3,17.7,14.6,61.6,D,D
1944-01-02T21:00:00Z,21.1,17.8,15.6,70.9,D,D
1944-01-03T21:00:00Z,20.6,17.2,14.9,69.7,D,D
1944-01-04T21:00:00Z,20.6,16.7,13.9,65.5,D,D
1944-01-05T21:00:00Z,22.8,17.6,14,57.5,D,D
1944-01-06T21:00:00Z,21.7,17.4,14.4,63.3,D,D
1944-01-07T21:00:00Z,21.8,18.9,17.1,74.7,D,D
1944-01-08T21:00:00Z,22.8,20,18.4,76.2,D,D
1944-01-09T21:00:00Z,22,16.8,13,56.6,D,D
1944-01-10T21:00:00Z,20.4,15.6,11.9,57.9,D,D
1944-01-11T21:00:00Z,21.4,17.9,15.6,69.5,D,D
1944-01-12T21:00:00Z,22.8,20.6,19.4,81.1,D,D
1944-01-13T21:00:00Z,19,17.9,17.2,89.3,D,D
1944-01-14T21:00:00Z,20.7,17.1,14.6,68.1,D,D
1944-01-15T21:00:00Z,21.6,16.1,11.9,53.9,D,D
1944-01-16T21:00:00Z,21.3,17.7,15.3,68.6,D,D
1944-01-17T21:00:00Z,23.1,17.7,14,56.4,D,D
1944-01-18T21:00:00Z,23.4,20,18,71.8,D,D
1944-01-19T21:00:00Z,18.7,17.2,16.2,85.4,D,D
1944-01-20T21:00:00Z,18.9,14.6,11.1,60.4,D,D
1944-01-21T21:00:00Z,21.2,18.7,17.2,77.7,D,D
1944-01-22T21:00:00Z,22.2,16.7,12.6,54.6,D,D
1944-01-23T21:00:00Z,21.2,17.7,15.4,69.3,D,D
1944-01-24T21:00:00Z,23.4,16.4,10.9,45.4,D,D
1944-01-25T21:00:00Z,21.6,18.5,16.5,72.9,D,D
1944-01-26T21:00:00Z,20.1,19.3,18.8,92.4,D,D
1944-01-27T21:00:00Z,21.3,18.2,16.2,72.7,D,D
1944-01-28T21:00:00Z,21,17.2,14.6,66.7,D,D
1944-01-29T21:00:00Z,22.1,18.1,15.5,66.1,D,D
1944-01-30T21:00:00Z,22.1,19.4,17.8,76.6,D,D
1944-01-31T21:00:00Z,21.9,18.8,16.9,73.1,D,D
1944-02-01T21:00:00Z,22.1,19.6,18.1,78.2,D,D
1944-02-02T21:00:00Z,23.4,20.6,19,76.5,D,D
1944-02-03T21:00:00Z,19.9,16.9,14.8,72.5,D,D
1944-02-04T21:00:00Z,19.8,16.8,14.7,72.5,D,D
1944-02-05T21:00:00Z,20.4,17.9,16.3,77.2,D,D
1944-02-06T21:00:00Z,20.4,15.7,12.1,58.7,D,D
1944-02-07T21:00:00Z,18.3,13.8,9.9,57.9,D,D
1944-02-08T21:00:00Z,19.5,14.6,10.5,56,D,D
1944-02-09T21:00:00Z,21.4,20.1,19.4,88.2,D,D
1944-02-10T21:00:00Z,19.9,18.3,17.3,85,D,D
1944-02-11T21:00:00Z,17.8,17.4,17.1,95.9,D,D
1944-02-12T21:00:00Z,20.1,18.3,17.2,83.3,D,D
1944-02-13T21:00:00Z,21.1,17.8,15.6,70.9,D,D
1944-02-14T21:00:00Z,18.6,17.8,17.3,92.1,D,D
1944-02-15T21:00:00Z,20.3,18.1,16.7,79.8,D,D
1944-02-16T21:00:00Z,21.8,19.4,18,78.9,D,D
1944-02-17T21:00:00Z,23.2,19.4,17.1,68.5,D,D
1944-02-18T21:00:00Z,20.6,19.4,18.7,88.9,D,D
1944-02-19T21:00:00Z,20,18.3,17.2,84.1,D,D
1944-02-20T21:00:00Z,23,21.8,21.2,89.6,D,D
1944-02-21T21:00:00Z,21.3,18.2,16.2,72.7,D,D
1944-02-22T21:00:00Z,20.9,18.6,17.2,79.3,D,D
1944-02-23T21:00:00Z,21.6,19.4,18.1,80.5,D,D
1944-02-24T21:00:00Z,21.8,18.9,17.1,74.7,D,D
1944-02-25T21:00:00Z,22.7,19.4,17.4,72.1,D,D
1944-02-26T21:00:00Z,21.7,19.3,17.9,78.9,D,D
1944-02-27T21:00:00Z,22.1,19.1,17.3,74.1,D,D
1944-02-28T21:00:00Z,23.2,19.7,17.6,70.9,D,D
1944-02-29T21:00:00Z,22.3,19.7,18.2,77.5,D,D
1944-03-01T21:00:00Z,21.1,18.8,17.4,79.4,D,D
1944-03-02T21:00:00Z,15.7,15.3,15,95.7,D,D
1944-03-03T21:00:00Z,18.9,17.8,17.1,89.3,D,D
1944-03-04T21:00:00Z,20.9,18.2,16.5,75.8,D,D
1944-03-05T21:00:00Z,21,18.9,17.6,81.1,D,D
1944-03-06T21:00:00Z,21.6,19.6,18.4,82.2,D,D
1944-03-07T21:00:00Z,22.2,19.8,18.4,79.1,D,D
1944-03-08T21:00:00Z,22.2,21.1,20.5,90.2,D,D
1944-03-09T21:00:00Z,21.4,18.5,16.7,74.5,D,D
1944-03-10T21:00:00Z,20.6,17.9,16.1,75.6,D,D
1944-03-11T21:00:00Z,21.4,19.3,18.1,81.3,D,D
1944-03-12T21:00:00Z,20.8,19.8,19.2,90.8,D,D
1944-03-13T21:00:00Z,21.1,19.5,18.6,85.5,D,D
1944-03-14T21:00:00Z,21.1,19.6,18.7,86.4,D,D
1944-03-15T21:00:00Z,19.3,18.3,17.7,90.4,D,D
1944-03-16T21:00:00Z,19.4,16,13.5,68.6,D,D
1944-03-17T21:00:00Z,20,17.2,15.3,74.4,D,D
1944-03-18T21:00:00Z,19,16.1,14,72.7,D,D
1944-03-19T21:00:00Z,19.4,16.2,13.9,70.4,D,D
1944-03-20T21:00:00Z,18.4,14,10.2,58.9,D,D
1944-03-21T21:00:00Z,19.1,16.2,14.1,72.8,D,D
1944-03-22T21:00:00Z,18.3,16.6,15.4,83.4,D,D
1944-03-23T21:00:00Z,19.4,16.1,13.7,69.5,D,D
1944-03-24T21:00:00Z,19.4,18.1,17.3,87.6,D,D
1944-03-25T21:00:00Z,15,13.9,13,88,D,D
1944-03-26T21:00:00Z,16.8,12.5,8.4,57.8,D,D
1944-03-27T21:00:00Z,17,14.9,13.3,78.8,D,D
1944-03-28T21:00:00Z,17.2,14.9,13.1,77,D,D
1944-03-29T21:00:00Z,18.7,16.7,15.3,80.7,D,D
1944-03-30T21:00:00Z,16.3,15.8,15.4,94.7,D,D
1944-03-31T21:00:00Z,18.1,17.7,17.4,96,D,D
1944-04-01T21:00:00Z,16.1,15.8,15.6,96.8,D,D
1944-04-02T21:00:00Z,17.2,15.7,14.6,84.8,D,D
1944-04-03T21:00:00Z,18.7,16.9,15.7,82.6,D,D
1944-04-04T21:00:00Z,18.7,17.6,16.9,89.2,D,D
1944-04-05T21:00:00Z,18.9,17.3,16.2,84.6,D,D
1944-04-06T21:00:00Z,16.1,14.5,13.3,83.2,D,D
1944-04-07T21:00:00Z,17.1,15.5,14.3,83.7,D,D
1944-04-08T21:00:00Z,18.9,17.8,17.1,89.3,D,D
1944-04-09T21:00:00Z,17.8,13.4,9.5,58.2,D,D
1944-04-10T21:00:00Z,14.9,14.4,14,94.5,D,D
1944-04-11T21:00:00Z,19.9,18.2,17.1,84.1,D,D
1944-04-12T21:00:00Z,16.7,16.3,16,95.8,D,D
1944-04-13T21:00:00Z,15,14.9,14.8,98.9,D,D
1944-04-14T21:00:00Z,18.1,16.6,15.6,85.2,D,D
1944-04-15T21:00:00Z,15.6,15.3,15.1,96.7,D,D
1944-04-16T21:00:00Z,18.1,17.7,17.4,96,D,D
1944-04-17T21:00:00Z,16.8,16.2,15.8,93.7,D,D
1944-04-18T21:00:00Z,19.5,17.8,16.7,83.9,D,D
1944-04-19T21:00:00Z,20.6,18.4,17,80,D,D
1944-04-20T21:00:00Z,18.1,17.3,16.8,92,D,D
1944-04-21T21:00:00Z,16.6,13.4,10.6,67.8,D,D
1944-04-22T21:00:00Z,17.6,14.5,12,69.7,D,D
1944-04-23T21:00:00Z,15,14.8,14.7,97.8,D,D
1944-04-24T21:00:00Z,17.7,17.1,16.7,93.9,D,D
1944-04-25T21:00:00Z,15.5,13.6,12,79.8,D,D
1944-04-26T21:00:00Z,16.2,14.9,13.9,86.4,D,D
1944-04-27T21:00:00Z,16.1,13.3,10.9,71.2,D,D
1944-04-28T21:00:00Z,16.4,15,14,85.4,D,D
1944-04-29T21:00:00Z,17.1,14.6,12.6,75,D,D
1944-04-30T21:00:00Z,16.2,12.3,8.6,60.8,D,D
1944-05-01T21:00:00Z,13.5,12.2,11.1,85.1,D,D
1944-05-02T21:00:00Z,15.6,12.3,9.2,65.8,D,D
1944-05-03T21:00:00Z,11.8,11.6,11.4,97.5,D,D
1944-05-04T21:00:00Z,10.1,10.1,10.1,100,D,D
1944-05-05T21:00:00Z,17.7,16.8,16.2,90.9,D,D
1944-05-06T21:00:00Z,16.3,16.2,16.1,98.9,D,D
1944-05-07T21:00:00Z,16.6,16.6,16.6,100,D,D
1944-05-08T21:00:00Z,14.1,13.8,13.6,96.6,D,D
1944-05-09T21:00:00Z,11.7,11.7,11.7,100,D,D
1944-05-10T21:00:00Z,14.5,13.9,13.4,93.3,D,D
1944-05-11T21:00:00Z,16.1,15.1,14.4,89.4,D,D
1944-05-12T21:00:00Z,15.5,14.6,13.9,90.3,D,D
1944-05-13T21:00:00Z,13.9,13.4,13,94.3,D,D
1944-05-14T21:00:00Z,12.3,12.2,12.1,98.8,D,D
1944-05-15T21:00:00Z,14.4,14.3,14.2,98.9,D,D
1944-05-16T21:00:00Z,6.4,6.4,6.4,100,D,D
1944-05-17T21:00:00Z,14.5,12.6,10.9,79.2,D,D
1944-05-18T21:00:00Z,14.6,12.6,10.8,78.2,D,D
1944-05-19T21:00:00Z,12.4,10.9,9.5,82.2,D,D
1944-05-20T21:00:00Z,9.3,9.2,9.1,98.6,D,D
1944-05-21T21:00:00Z,12.9,11.6,10.4,84.8,D,D
1944-05-22T21:00:00Z,10.6,10.4,10.2,97.4,D,D
1944-05-23T21:00:00Z,10.3,9.2,8,85.9,D,D
1944-05-24T21:00:00Z,9.6,9.5,9.4,98.7,D,D
1944-05-25T21:00:00Z,16.8,15.2,14,83.6,D,D
1944-05-26T21:00:00Z,16.2,16.2,16.2,100,D,D
1944-05-27T21:00:00Z,14.8,14.3,13.9,94.4,D,D
1944-05-28T21:00:00Z,14.3,12.8,11.5,83.3,D,D
1944-05-29T21:00:00Z,12.8,12.7,12.6,98.8,D,D
1944-05-30T21:00:00Z,13.2,12.7,12.3,94.1,D,D
1944-05-31T21:00:00Z,13.8,12.2,10.8,82,D,D
1944-06-01T21:00:00Z,13.6,11.8,10.1,79.6,D,D
1944-06-02T21:00:00Z,15.3,13.3,11.6,78.7,D,D
1944-06-03T21:00:00Z,15,13.9,13,88,D,D
1944-06-04T21:00:00Z,11.6,10.1,8.6,81.7,D,D
1944-06-05T21:00:00Z,12.8,11.9,11.1,89.4,D,D
1944-06-06T21:00:00Z,11.2,8.4,5.1,66.1,D,D
1944-06-07T21:00:00Z,13.4,10.7,8,69.7,D,D
